cylinder,seek_distance,deadline,priority,size,type,importance_score
146,118,296,0,660,0,0.390542
88,58,147,1,722,1,0.506115
143,55,241,2,668,1,0.571246
6,137,492,1,705,1,0.409229
142,136,442,1,295,0,0.426282
136,6,142,2,574,1,0.513263
0,136,352,2,449,1,0.616005
92,92,418,2,247,0,0.488163
93,1,281,1,520,1,0.317046
112,19,427,1,278,1,0.225767
123,11,165,1,943,0,0.445746
139,16,111,1,600,0,0.410993
182,43,215,1,209,1,0.393215
152,30,117,0,69,1,0.283378
62,90,303,2,751,1,0.608176
193,131,357,0,960,1,0.409165
95,98,447,2,729,0,0.540148
172,77,481,1,957,0,0.360627
97,75,248,2,166,1,0.512339
64,33,267,0,73,1,0.201015
144,80,9,0,47,1,0.435868
145,1,191,1,945,0,0.424396
24,121,148,1,31,1,0.556279
15,9,20,1,424,0,0.465311
151,136,29,1,422,0,0.67278
27,124,395,1,507,1,0.468219
91,64,61,0,84,0,0.35006
91,0,131,1,519,0,0.395902
87,4,314,2,819,0,0.430812
91,4,103,0,722,1,0.296296
190,99,290,2,917,1,0.672552
101,89,110,1,1003,1,0.605472
173,72,185,2,97,0,0.55731
95,78,337,2,558,0,0.510138
94,1,410,0,919,1,0.157573
128,34,208,1,554,1,0.432809
46,82,299,2,254,0,0.524445
190,144,405,0,964,0,0.401949
186,4,405,0,366,0,0.086009
34,152,50,1,668,0,0.750038
29,5,30,1,455,1,0.480125
71,42,344,1,170,0,0.336889
38,33,246,2,674,0,0.510049
14,24,434,2,973,1,0.422905
161,147,299,1,393,1,0.53445
39,122,426,2,100,0,0.507083
73,34,387,1,439,0,0.291448
197,124,88,2,989,0,0.762301
79,118,441,2,322,1,0.521759
7,72,301,2,885,0,0.574745
48,41,51,2,92,1,0.592762
42,6,477,1,199,0,0.192818
111,69,119,0,948,1,0.45251
85,26,400,2,134,1,0.391526
15,70,192,0,625,0,0.365371
58,43,431,0,582,1,0.148776
93,35,53,0,974,0,0.449597
109,16,464,2,961,1,0.392986
83,26,252,0,168,1,0.192672
198,115,60,1,487,1,0.636834
98,100,228,0,652,0,0.369002
140,42,96,0,690,1,0.375458
114,26,264,2,921,0,0.529114
81,33,398,2,182,1,0.373923
5,76,60,1,854,0,0.584215
136,131,397,0,53,1,0.311993
171,35,407,0,649,1,0.181547
174,3,55,1,411,0,0.439436
158,16,419,1,854,1,0.273211
45,113,429,0,160,1,0.265361
90,45,316,1,693,0,0.338536
143,53,157,1,44,1,0.443729
146,3,90,2,637,0,0.548232
122,24,462,0,13,0,0.044461
9,113,398,1,747,0,0.470834
146,137,35,0,433,0,0.55039
113,33,131,2,167,1,0.589572
16,97,305,0,385,0,0.32619
107,91,302,2,160,1,0.560951
146,39,492,1,709,0,0.262412
187,41,343,1,452,0,0.362809
157,30,296,1,658,0,0.375878
52,105,170,1,870,0,0.594278
137,85,61,0,635,1,0.473621
135,2,144,0,970,0,0.270334
39,96,49,1,639,0,0.64713
165,126,477,0,363,0,0.269095
32,133,288,0,218,0,0.40534
150,118,212,1,162,1,0.530301
147,3,364,1,859,1,0.297632
192,45,322,2,923,1,0.507699
129,63,401,0,21,1,0.198724
14,115,27,0,459,0,0.536022
196,182,293,1,334,1,0.58538
76,120,6,2,699,0,0.831729
90,14,155,0,152,0,0.225535
173,83,171,1,847,1,0.536699
45,128,55,2,761,0,0.797631
132,87,471,1,901,1,0.391418
153,21,330,2,512,0,0.441016
105,48,407,2,228,1,0.389644
149,44,280,0,190,0,0.21802
142,7,247,0,392,0,0.182351
104,38,132,1,212,0,0.427335
18,86,116,2,133,0,0.687459
149,131,475,0,442,1,0.290856
157,8,459,2,807,1,0.388954
62,95,285,1,234,0,0.447579
163,101,432,0,681,1,0.30086
43,120,392,2,271,0,0.554399
34,9,374,2,790,1,0.428937
25,9,305,1,909,1,0.361615
110,85,188,2,480,1,0.646004
58,52,81,0,380,0,0.379356
138,80,233,2,93,1,0.571036
130,8,465,0,158,1,0.05515
85,45,58,2,487,1,0.635301
51,34,290,0,359,0,0.225171
183,132,244,1,308,0,0.538425
176,7,326,0,927,1,0.19504
69,107,357,0,937,0,0.351585
49,20,260,2,348,0,0.459737
160,111,299,1,799,1,0.494832
136,24,386,2,495,1,0.397255
91,45,104,0,491,0,0.389144
105,14,472,2,113,0,0.267799
145,40,258,2,917,0,0.543349
42,103,168,1,76,1,0.509615
199,157,446,0,93,0,0.327835
111,88,426,1,418,0,0.352513
25,86,89,1,815,1,0.598646
190,165,63,2,35,1,0.809955
199,9,425,2,12,1,0.293653
188,11,215,0,964,0,0.286505
139,49,492,0,636,0,0.164398
58,81,448,2,42,0,0.405289
106,48,60,2,82,0,0.589775
107,1,293,1,500,0,0.282925
101,6,278,2,137,1,0.371269
30,71,24,0,360,1,0.441604
62,32,168,1,334,1,0.373712
93,31,186,0,75,0,0.266753
105,12,300,1,507,1,0.245618
64,41,361,1,480,1,0.279866
146,82,77,2,528,1,0.698809
185,39,165,1,244,1,0.418297
93,92,203,1,756,0,0.538886
126,33,124,0,675,1,0.317333
38,88,430,0,889,1,0.300654
36,2,401,0,16,0,0.073202
14,22,58,0,902,0,0.419626
198,184,127,0,792,1,0.618746
60,138,145,1,664,0,0.678
138,78,105,1,147,0,0.457332
124,14,81,1,961,1,0.472423
26,98,348,1,644,0,0.443514
33,7,427,1,531,0,0.20247
159,126,347,1,991,1,0.559204
159,0,350,1,690,1,0.297233
111,48,5,2,643,1,0.752752
68,43,51,1,166,1,0.496193
80,12,283,1,550,0,0.318582
158,78,321,0,1017,0,0.337829
39,119,36,0,479,0,0.52482
17,22,365,0,921,0,0.231662
55,38,455,2,552,1,0.401813
37,18,325,0,321,1,0.199107
33,4,370,1,454,0,0.249868
92,59,375,1,352,0,0.358418
160,68,368,2,591,1,0.488346
138,22,266,1,645,0,0.365189
54,84,371,1,677,1,0.416054
84,30,7,0,579,1,0.420873
93,9,96,2,110,1,0.541825
77,16,239,1,106,0,0.288902
193,116,57,0,1009,0,0.568672
189,4,229,1,247,1,0.348061
198,9,227,0,738,1,0.236707
83,115,243,1,778,0,0.585653
158,75,351,1,732,0,0.454243
147,11,179,1,658,1,0.394655
159,12,496,1,481,0,0.216551
32,127,24,2,28,1,0.786945
188,156,142,1,269,0,0.608313
187,1,437,2,526,1,0.32978
159,28,454,1,61,0,0.185287
114,45,447,2,103,0,0.402389
90,24,43,2,557,0,0.619807
49,41,239,0,736,1,0.318302
12,37,153,2,157,0,0.520505
192,180,41,0,306,0,0.620921
41,151,208,2,69,1,0.697558
68,27,20,2,945,0,0.691051
88,20,180,1,961,1,0.452302
135,47,291,2,642,0,0.528689
53,82,417,2,956,0,0.551296
43,10,50,1,751,0,0.449148
65,22,221,0,584,0,0.258826
65,0,209,0,609,0,0.251222
11,54,385,2,412,1,0.468353
78,67,131,1,373,1,0.480442
110,32,442,2,381,0,0.403312
89,21,138,2,967,1,0.596932
70,19,255,0,331,1,0.219997
183,113,407,2,612,1,0.570277
51,132,195,1,527,1,0.579232
168,117,378,0,216,1,0.3316
122,46,6,2,267,1,0.637993
130,8,482,2,714,0,0.357657
55,75,365,1,324,1,0.385692
193,138,77,1,217,1,0.639315
95,98,481,0,785,1,0.25572
101,6,428,2,198,1,0.330485
49,52,122,0,837,0,0.411167
95,46,185,1,196,0,0.403281
136,41,468,2,836,0,0.4075
187,51,188,1,23,1,0.396618
170,17,490,2,84,0,0.281273
31,139,140,1,677,0,0.636363
16,15,333,1,956,1,0.351495
190,174,104,2,96,1,0.805961
163,27,320,2,66,1,0.410445
30,133,412,1,918,1,0.467209
170,140,420,0,456,1,0.349675
152,18,209,0,768,0,0.261131
192,40,487,2,10,1,0.309233
32,160,214,2,660,0,0.765614
165,133,313,1,31,1,0.479125
73,92,441,0,146,0,0.187965
110,37,16,2,423,1,0.659715
51,59,350,1,688,0,0.369986
14,37,381,0,681,0,0.185659
139,125,213,2,671,1,0.703813
14,125,153,2,955,0,0.765817
93,79,367,1,430,0,0.365691
39,54,257,1,46,1,0.364081
183,144,64,1,948,0,0.762428
89,94,313,1,188,1,0.445462
37,52,476,0,304,1,0.175302
191,154,187,2,641,0,0.76654
137,54,394,0,201,1,0.170798
35,102,63,2,964,1,0.807691
70,35,31,1,743,0,0.573756
107,37,273,2,865,0,0.512392
155,48,130,2,743,0,0.631276
199,44,241,2,217,1,0.502915
168,31,194,2,805,1,0.552329
2,166,488,2,349,1,0.565243
95,93,182,2,415,1,0.654545
9,86,43,1,537,0,0.631188
60,51,125,0,852,0,0.398417
53,7,434,1,312,0,0.180735
53,0,245,0,98,0,0.188782
45,8,249,0,4,1,0.177628
80,35,413,2,951,0,0.458068
99,19,109,2,238,1,0.568626
190,91,418,0,901,0,0.292651
84,106,150,2,803,1,0.707315
4,80,385,0,246,0,0.241005
116,112,9,0,662,1,0.557515
60,56,199,2,119,0,0.545546
29,31,273,0,967,1,0.2546
134,105,251,1,148,0,0.45056
137,3,462,1,34,1,0.140331
69,68,174,0,941,1,0.392634
42,27,377,2,1011,1,0.46942
98,56,447,2,248,0,0.439969
90,8,148,0,105,0,0.235878
193,103,372,0,370,1,0.29696
6,187,180,0,44,0,0.574354
35,29,226,2,886,1,0.512701
159,124,151,2,258,1,0.753985
189,30,171,2,252,0,0.513017
125,64,67,0,21,0,0.366755
63,62,386,2,938,1,0.549807
41,22,83,2,183,0,0.565376
168,127,369,1,80,0,0.39531
120,48,359,2,287,0,0.467827
81,39,439,0,39,0,0.066455
87,6,293,0,676,0,0.209884
29,58,76,0,651,0,0.43719
165,136,147,2,487,0,0.738141
9,156,390,2,462,1,0.659939
196,187,135,2,954,1,0.875092
33,163,405,0,839,1,0.449548
24,9,363,0,240,0,0.121141
14,10,318,2,155,1,0.405132
98,84,52,1,577,0,0.622051
11,87,281,0,79,0,0.292312
51,40,112,1,634,0,0.476184
159,108,496,0,630,1,0.253788
149,10,179,2,778,0,0.568273
68,81,221,1,925,0,0.537596
6,62,438,1,457,1,0.332073
31,25,21,2,611,1,0.630157
108,77,409,0,918,0,0.284476
93,15,145,1,869,1,0.448268
171,78,45,1,19,0,0.531937
96,75,98,0,700,1,0.435943
77,19,280,0,192,1,0.178511
125,48,117,2,141,1,0.589717
167,42,419,0,718,0,0.204931
163,4,40,2,555,1,0.588273
29,134,274,0,961,0,0.434681
83,54,20,1,121,0,0.515303
183,100,233,2,873,1,0.73132
161,22,369,2,687,0,0.466525
158,3,446,1,941,1,0.259543
23,135,425,1,337,0,0.457666
78,55,368,1,439,0,0.312162
166,88,428,2,914,0,0.572919
26,140,256,1,1015,1,0.634038
143,117,446,1,91,1,0.355792
104,39,91,2,487,0,0.612092
145,41,233,2,819,1,0.534244
134,11,93,0,112,0,0.311736
18,116,77,0,577,0,0.53947
25,7,122,0,822,0,0.311712
67,42,370,0,108,1,0.135646
186,119,295,1,437,1,0.504351
187,1,283,1,301,1,0.307344
152,35,275,0,16,1,0.204186
47,105,216,2,244,0,0.621791
190,143,318,0,120,1,0.331123
143,47,87,0,229,0,0.351457
59,84,102,1,816,1,0.582244
142,83,154,0,729,1,0.413798
86,56,261,2,799,0,0.53723
95,9,321,0,136,0,0.144399
48,47,307,0,642,1,0.295344
128,80,71,2,43,1,0.652551
54,74,429,2,45,1,0.433978
184,130,365,1,367,0,0.444939
29,155,141,0,245,0,0.509148
50,21,84,1,200,0,0.426837
25,25,142,2,74,1,0.514536
48,23,487,1,656,0,0.240191
134,86,496,0,380,1,0.179108
189,55,213,1,614,1,0.477468
31,158,35,0,692,0,0.622443
44,13,176,0,180,0,0.244651
26,18,246,2,218,0,0.448654
161,135,481,1,1014,0,0.482601
106,55,464,1,876,1,0.304014
72,34,349,2,515,1,0.424088
140,68,277,2,289,1,0.466261
16,124,256,0,477,0,0.399449
155,139,292,0,1013,0,0.470652
18,137,53,0,231,1,0.51584
116,98,137,1,923,0,0.600821
6,110,291,0,567,0,0.376546
40,34,368,0,250,1,0.156561
124,84,216,0,307,0,0.34686
114,10,481,0,339,1,0.055303
89,25,376,0,606,1,0.169241
125,36,235,1,407,0,0.365698
167,42,489,1,651,1,0.251
51,116,433,2,640,0,0.591875
194,143,258,1,904,1,0.651985
28,166,22,2,237,0,0.862855
195,167,293,1,996,0,0.610267
185,10,421,2,1018,0,0.407594
85,100,449,2,285,0,0.497437
19,66,479,0,738,1,0.195853
81,62,41,2,872,0,0.745858
55,26,425,2,243,1,0.381953
115,60,205,1,494,1,0.49503
46,69,48,1,701,0,0.598336
13,33,219,2,837,0,0.554035
178,165,319,0,823,0,0.531697
173,5,309,1,583,0,0.314521
100,73,41,0,640,1,0.466283
170,70,58,0,460,1,0.456435
191,21,38,0,232,0,0.34261
184,7,43,2,336,0,0.557742
165,19,43,0,769,1,0.416756
8,157,100,2,566,1,0.796116
150,142,75,0,554,0,0.549785
183,33,379,0,569,1,0.176758
35,148,270,1,94,0,0.543853
13,22,286,1,409,0,0.339965
68,55,374,0,436,1,0.206575
164,96,300,0,521,1,0.347956
164,0,85,2,28,1,0.499576
116,48,446,1,284,0,0.257148
196,80,8,1,953,0,0.653142
32,164,155,2,260,1,0.760384
175,143,216,2,661,1,0.689727
174,1,110,0,789,0,0.298285
189,15,215,1,817,1,0.41949
58,131,87,1,282,1,0.627048
128,70,221,1,751,0,0.484644
55,73,61,2,405,0,0.655263
96,41,280,2,678,1,0.51011
192,96,282,1,672,1,0.483562
102,90,485,1,954,1,0.390596
153,51,88,1,717,1,0.521687
91,62,144,1,912,1,0.532653
0,91,313,0,387,1,0.300651
30,30,287,0,675,1,0.253563
134,104,300,1,569,1,0.490399
61,73,422,1,483,0,0.334868
62,1,248,1,927,0,0.378297
18,44,220,2,882,1,0.595778
164,146,175,0,863,0,0.561543
17,147,12,2,63,1,0.789947
107,90,202,2,845,1,0.674697
62,45,179,0,657,1,0.325248
181,119,363,0,840,0,0.349691
133,48,353,1,566,0,0.354104
13,120,138,2,884,1,0.784584
122,109,97,0,269,1,0.464805
33,89,340,1,743,1,0.440193
111,78,334,2,37,0,0.49394
48,63,147,1,923,0,0.549869
149,101,30,2,520,0,0.770976
94,55,246,2,162,1,0.506589
84,10,337,0,925,0,0.204981
175,91,106,1,940,1,0.59981
88,87,252,2,198,0,0.562633
47,41,456,2,628,0,0.398517
103,56,352,1,619,1,0.378759
161,58,427,0,486,1,0.201472
13,148,18,2,812,0,0.871019
56,43,469,1,599,0,0.28416
116,60,476,0,323,1,0.177971
48,68,330,1,422,0,0.419052
150,102,292,1,621,0,0.49035
11,139,90,2,675,1,0.818985
52,41,335,0,1005,1,0.248935
117,65,315,0,595,0,0.286496
170,53,408,0,37,0,0.156105
70,100,100,0,658,0,0.500678
53,17,29,1,714,1,0.472346
185,132,237,1,652,1,0.605857
102,83,84,2,775,0,0.736373
40,62,437,0,49,0,0.156284
174,134,83,0,742,1,0.541335
5,169,97,2,901,1,0.884792
147,142,82,2,347,0,0.791583
181,34,440,0,268,0,0.107416
115,66,48,1,458,1,0.553685
183,68,243,1,219,1,0.418364
124,59,460,1,316,1,0.299362
119,5,159,0,204,1,0.237477
21,98,177,0,132,1,0.411737
35,14,338,2,815,1,0.483138
139,104,61,2,941,0,0.791421
136,3,284,2,525,0,0.428502
122,14,357,1,838,0,0.286816
41,81,207,2,17,1,0.573757
16,25,186,1,598,0,0.390799
17,1,80,2,437,0,0.568251
24,7,106,0,573,0,0.312718
43,19,152,2,227,0,0.533581
194,151,464,1,876,0,0.487679
155,39,81,2,750,0,0.667873
35,120,424,2,867,0,0.579716
61,26,167,2,217,1,0.443418
179,118,297,1,935,0,0.545668
89,90,398,1,848,0,0.430937
55,34,251,1,460,1,0.373228
65,10,483,1,1005,1,0.281263
79,14,55,0,18,0,0.241237
108,29,324,2,840,1,0.485001
111,3,243,2,138,0,0.440157
106,5,263,2,434,1,0.412701
125,19,209,1,35,1,0.305364
59,66,420,2,708,0,0.451216
99,40,254,1,514,0,0.40712
165,66,420,1,77,1,0.258076
69,96,205,0,28,0,0.315461
196,127,25,1,869,1,0.706459
99,97,268,2,103,1,0.54798
75,24,497,0,120,1,0.074786
140,65,287,2,628,0,0.535827
78,62,472,2,688,1,0.447332
79,1,46,1,297,1,0.452909
74,5,335,0,771,1,0.164457
109,35,108,1,145,1,0.441143
8,101,29,1,901,1,0.676984
75,67,231,1,244,1,0.430875
153,78,327,0,707,1,0.308056
65,88,452,1,66,1,0.318448
107,42,278,1,829,1,0.424448
59,48,469,2,826,0,0.422771
188,129,292,1,634,1,0.513374
44,144,285,0,368,0,0.424603
155,111,104,0,809,1,0.549949
152,3,288,1,636,1,0.299142
81,71,490,0,689,1,0.204058
196,115,268,1,62,0,0.503435
197,1,315,0,422,0,0.161201
5,192,149,2,875,1,0.87103
113,108,456,1,831,1,0.418878
39,74,230,0,900,0,0.375069
199,160,199,0,665,1,0.550527
192,7,287,2,273,0,0.439313
84,108,341,1,602,0,0.467166
68,16,433,1,263,0,0.258845
163,95,276,0,862,1,0.370969
77,86,175,0,481,1,0.399495
146,69,157,0,986,0,0.408617
132,14,108,2,809,0,0.546546
56,76,137,0,511,1,0.399962
70,14,78,2,839,1,0.600301
186,116,388,2,741,0,0.585703
98,88,161,0,339,1,0.400229
83,15,484,2,362,0,0.335429
180,97,255,1,164,1,0.475902
114,66,55,2,164,0,0.632343
112,2,492,2,660,1,0.346102
77,35,337,0,947,0,0.257832
133,56,101,2,974,1,0.714671
8,125,379,2,314,0,0.570295
43,35,29,0,452,0,0.419172
164,121,47,1,505,0,0.65191
52,112,139,2,915,1,0.713026
196,144,349,1,419,1,0.536378
178,18,306,2,374,1,0.445182
76,102,163,1,989,0,0.578851
183,107,477,1,897,0,0.379134
143,40,365,2,42,0,0.401109
161,18,339,2,508,1,0.415964
94,67,24,1,1021,1,0.610484
24,70,394,0,625,1,0.252356
109,85,73,0,364,1,0.455913
163,54,310,1,449,1,0.398453
18,145,141,1,686,1,0.659307
3,15,481,0,622,0,0.11026
164,161,484,2,946,1,0.63807
119,45,295,0,129,0,0.205889
104,15,252,1,620,0,0.396971
135,31,340,0,413,0,0.222914
136,1,441,0,596,1,0.126618
85,51,491,0,585,1,0.160436
122,37,463,0,118,1,0.111045
95,27,281,1,705,0,0.371895
41,54,61,0,410,1,0.405007
148,107,122,0,986,1,0.521936
75,73,194,0,716,0,0.384425
178,103,475,0,300,0,0.194716
79,99,174,1,224,0,0.514649
37,42,277,1,917,1,0.425439
165,128,372,2,474,0,0.625439
27,138,404,1,990,0,0.489166
197,170,121,2,772,1,0.872268
125,72,204,1,533,0,0.468428
96,29,445,1,379,1,0.223645
46,50,480,2,580,1,0.349387
40,6,293,0,367,0,0.186733
38,2,395,2,769,1,0.357068
166,128,255,2,439,1,0.671429
40,126,318,0,714,1,0.391165
7,33,492,0,873,0,0.164374
39,32,383,0,481,1,0.212831
122,83,386,0,75,0,0.187506
95,27,410,2,755,1,0.43745
74,21,11,1,980,0,0.562857
192,118,427,2,955,1,0.602904
68,124,306,0,432,0,0.406758
165,97,279,0,661,1,0.388578
24,141,470,1,747,1,0.45718
108,84,352,0,744,1,0.273651
26,82,296,1,857,1,0.507269
16,10,484,2,856,0,0.341263
135,119,286,1,859,1,0.560637
134,1,288,2,454,0,0.422954
114,20,58,2,109,1,0.578255
90,24,9,2,347,1,0.599824
54,36,196,0,362,1,0.293162
155,101,10,1,927,0,0.665017
37,118,285,0,61,0,0.341099
98,61,386,1,607,1,0.370344
188,90,167,0,360,0,0.387811
133,55,27,1,659,0,0.581456
168,35,440,1,358,0,0.270976
40,128,342,0,402,0,0.355028
5,35,46,2,751,0,0.662314
166,161,446,0,341,0,0.340944
112,54,230,2,89,1,0.533691
155,43,282,2,171,0,0.475096
168,13,404,0,714,1,0.15561
74,94,120,1,391,0,0.534355
22,52,101,1,557,1,0.521238
192,170,464,2,474,0,0.60473
60,132,59,0,492,0,0.53696
32,28,255,0,1019,0,0.27369
114,82,133,0,478,0,0.399978
4,110,93,0,319,0,0.48791
11,7,449,2,324,0,0.352249
152,141,209,2,1008,1,0.744712
17,135,491,0,468,1,0.285157
120,103,384,1,848,1,0.464035
90,30,325,2,552,0,0.461671
22,68,289,2,484,1,0.565885
188,166,78,1,252,1,0.703511
31,157,282,2,221,1,0.660874
130,99,479,0,264,0,0.206749
26,104,25,1,96,1,0.5813
118,92,421,0,913,1,0.308899
33,85,212,2,911,1,0.674773
177,144,223,0,257,1,0.412521
92,85,345,0,357,1,0.29098
1,91,386,0,18,1,0.228899
10,9,89,0,207,0,0.260971
108,98,357,0,16,1,0.273555
103,5,490,0,653,1,0.097222
66,37,120,0,549,1,0.343656
121,55,18,1,118,1,0.526773
159,38,130,1,66,0,0.415795
145,14,135,2,928,1,0.603778
149,4,238,1,310,1,0.300168
189,40,22,2,757,0,0.705057
41,148,289,2,465,0,0.679997
16,25,131,2,792,0,0.616241
24,8,281,2,929,1,0.492954
7,17,158,2,1000,1,0.573994
58,51,453,2,168,1,0.398159
27,31,242,2,680,1,0.503892
184,157,492,2,915,0,0.57872
67,117,432,0,661,1,0.32381
43,24,371,2,164,1,0.389071
105,62,153,2,959,0,0.664975
86,19,421,1,491,1,0.263407
0,86,105,0,649,0,0.449428
191,191,404,1,465,0,0.555994
138,53,105,0,713,1,0.400265
165,27,265,2,525,1,0.48428
191,26,47,1,65,1,0.457922
177,14,285,1,324,0,0.314055
49,128,78,0,688,1,0.525863
152,103,426,0,353,0,0.251245
1,151,151,0,508,1,0.52467
72,71,494,2,159,1,0.405457
150,78,119,1,215,0,0.514328
139,11,377,2,687,1,0.431425
154,15,43,1,854,1,0.519708
151,3,282,2,476,1,0.425332
8,143,479,2,404,1,0.549623
116,108,115,2,612,0,0.766697
123,7,43,0,452,1,0.326088
31,92,303,0,956,0,0.351862
48,17,370,2,555,1,0.429961
97,49,138,1,188,0,0.443537
126,29,136,0,873,1,0.347019
170,44,296,0,941,0,0.296997
145,25,278,1,257,1,0.333409
195,50,137,2,734,0,0.616245
44,151,5,0,635,0,0.618284
78,34,197,1,92,1,0.368966
52,26,8,0,918,0,0.406179
178,126,405,0,992,1,0.406858
122,56,171,1,578,0,0.471867
101,21,42,1,620,1,0.498567
116,15,353,1,214,1,0.2843
65,51,366,0,631,0,0.226107
177,112,486,0,590,1,0.224116
122,55,381,1,415,0,0.335334
102,20,228,1,519,0,0.373559
140,38,185,2,771,1,0.59611
159,19,341,0,793,0,0.219401
79,80,95,0,681,0,0.483847
146,67,285,2,798,1,0.562491
159,13,166,0,829,0,0.287452
133,26,470,2,669,1,0.379278
23,110,93,1,70,1,0.530096
38,15,282,1,390,1,0.299354
6,32,145,0,376,0,0.312369
55,49,140,1,764,1,0.466707
32,23,350,1,751,0,0.322605
113,81,354,0,207,1,0.234993
181,68,419,0,611,0,0.254532
13,168,430,0,97,0,0.354555
56,43,443,1,303,1,0.251807
9,47,424,2,90,1,0.366729
16,7,65,2,520,0,0.572505
9,7,401,1,783,1,0.27778
121,112,446,2,686,0,0.562422
184,63,50,1,238,0,0.513655
144,40,407,2,810,0,0.461566
137,7,235,1,172,0,0.316349
31,106,184,0,796,0,0.484609
167,136,217,1,307,1,0.568303
115,52,229,2,912,0,0.605298
192,77,492,0,811,0,0.171882
78,114,438,1,1006,1,0.460058
140,62,77,2,950,1,0.686144
96,44,456,0,127,1,0.11101
103,7,232,1,597,0,0.348765
21,82,432,1,312,1,0.333351
95,74,366,0,993,0,0.320376
33,62,355,0,64,1,0.244055
149,116,36,2,240,0,0.757763
141,8,201,1,859,0,0.389005
173,32,447,1,83,0,0.237696
92,81,171,0,1023,0,0.468839
165,73,354,2,554,1,0.523926
178,13,182,0,975,1,0.322541
98,80,72,0,89,1,0.418924
189,91,216,2,482,0,0.615877
154,35,344,0,421,1,0.22255
58,96,463,0,1007,1,0.272343
95,37,320,1,363,1,0.346709
20,75,234,2,965,1,0.61113
76,56,64,1,487,0,0.539644
72,4,434,0,193,0,0.02647
59,13,482,2,67,1,0.302919
71,12,261,2,481,0,0.475354
10,61,256,0,870,1,0.3471
90,80,409,0,497,1,0.247898
40,50,270,1,239,1,0.36305
45,5,71,2,429,1,0.585149
146,101,343,2,403,0,0.558439
177,31,99,2,165,0,0.570359
34,143,104,0,171,0,0.531063
112,78,126,2,477,1,0.636004
180,68,298,2,225,0,0.528423
121,59,91,0,25,0,0.385545
15,106,166,0,463,0,0.424938
154,139,415,1,345,0,0.466563
10,144,440,0,847,1,0.364399
123,113,160,2,56,1,0.62525
96,27,448,1,978,0,0.30686
105,9,169,1,675,1,0.392277
44,61,379,0,543,1,0.274715
177,133,19,1,519,0,0.679936
20,157,88,1,724,0,0.734115
187,167,162,0,394,1,0.52478
11,176,238,0,644,0,0.531703
60,49,276,1,635,0,0.372238
105,45,481,1,160,0,0.239418
103,2,32,2,719,0,0.606523
51,52,184,1,526,1,0.451934
57,6,207,2,612,1,0.531101
111,54,165,0,308,0,0.326815
4,107,248,2,1016,0,0.716125
29,25,113,1,175,0,0.415481
79,50,219,0,846,1,0.316796
4,75,40,2,736,1,0.704039
17,13,82,2,213,1,0.556352
5,12,42,0,933,1,0.38978
163,158,305,0,42,1,0.353034
22,141,91,2,777,0,0.814575
36,14,432,1,928,0,0.284133
159,123,208,1,638,0,0.575468
86,73,131,1,1004,0,0.573829
89,3,283,0,830,1,0.219229
131,42,31,1,236,0,0.525179
124,7,267,1,431,1,0.3257
82,42,276,2,607,0,0.534907
174,92,216,2,863,1,0.679473
45,129,375,1,758,0,0.508088
42,3,435,0,669,0,0.134504
102,60,363,0,663,1,0.265667
174,72,414,0,168,1,0.207228
179,5,212,0,353,1,0.204804
149,30,199,1,752,1,0.432644
0,149,29,1,609,0,0.734833
145,145,257,1,941,0,0.645801
32,113,473,0,514,1,0.231389
174,142,443,1,744,1,0.516664
22,152,62,0,633,0,0.610819
25,3,97,2,563,0,0.536466
103,78,448,2,622,1,0.473432
108,5,179,1,275,0,0.36809
67,41,288,2,19,1,0.428397
96,29,301,0,533,1,0.213102
142,46,210,0,631,1,0.300046
132,10,226,1,40,1,0.309777
142,10,422,0,831,0,0.099734
47,95,281,2,413,0,0.589326
111,64,490,2,941,0,0.463682
25,86,24,1,668,1,0.623497
48,23,66,1,337,0,0.439386
194,146,247,1,140,0,0.534997
8,186,338,0,313,1,0.453068
93,85,478,2,111,1,0.407304
98,5,469,1,11,1,0.142873
46,52,470,0,364,1,0.135352
10,36,227,1,727,0,0.432596
25,15,349,2,129,0,0.381049
146,121,141,2,208,1,0.668203
118,28,467,0,974,0,0.128301
111,7,428,2,729,1,0.386241
29,82,379,1,90,1,0.346641
108,79,338,2,146,1,0.476657
36,72,98,0,40,0,0.381652
62,26,352,0,317,1,0.143424
190,128,344,1,467,1,0.479354
89,101,156,0,19,1,0.393352
5,84,495,1,912,1,0.389085
118,113,176,0,498,1,0.41411
37,81,329,2,119,1,0.494186
1,36,487,1,381,1,0.228977
134,133,403,1,333,1,0.452742
126,8,388,0,346,0,0.090519
43,83,348,1,294,0,0.381439
148,105,38,1,651,0,0.643171
36,112,23,0,183,1,0.531619
100,64,364,1,949,0,0.414065
111,11,14,2,854,1,0.653455
22,89,338,2,109,0,0.49067
139,117,374,1,24,1,0.411542
100,39,117,0,766,1,0.372657
86,14,156,1,119,1,0.42368
147,61,424,2,749,1,0.452046
156,9,242,0,349,0,0.206911
98,58,343,0,612,0,0.234848
163,65,167,2,154,1,0.582739
10,153,80,2,418,1,0.851876
124,114,103,0,631,1,0.520511
55,69,119,1,426,1,0.493768
115,60,156,2,896,0,0.669052
124,9,354,1,749,0,0.294792
163,39,221,2,420,1,0.530499
111,52,248,2,867,0,0.566346
3,108,149,0,955,1,0.481506
195,192,301,1,473,1,0.608935
102,93,483,2,855,1,0.516417
